identifier,الجنوبي_الاستراتيجية_الطاقة_البيئة_الوطنية_العالم_المياه,لبنان_المحكمة_اللبناني_الدولية_اللبنانية_الرئيس_مجلس,السودان_الرئيس_الانتخابات_العاج_المصري_غباغبو_ساحل,العمل_الأدوية_الله_ابن_بطوطة_الرواية_المنشطة,قطر_شركة_الغاز_دولة_الشركة_الشركات_القطرية,قطر_العربية_عبد_العربي_العام_الدوحة_العامة,الفريق_المباراة_فريق_الغرافة_مباراة_النادي_الأول,آل_الشيخ_حمد_ثاني_خليفة_السمو_المفدى,الأميركية_الحرب_طالبان_باردو_الاستراتيجية_أفغانستان_العسكرية,قطر_العالم_كأس_الشيخ_دولة_حمد_القدم,الفلسطينية_إسرائيل_العربية_المتحدة_السلام_الفلسطيني_الدول,ولكن_بل_ليس_إلا_أكثر_وهذا_الآن,ريال_بنسبة_العام_قطر_البنوك_دولار_المالية,المتحدة_الولايات_النووي_السلام_اسرائيل_هل_الأميركية,الأميركية_العراق_القوات_الأميركي_الجيش_المتحدة_العراقي
AL20101223$85,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.090744920993228,0.181038374717833,0.13589164785553,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.361625282167043,0.226185101580135,0.000451467268623025,0.000451467268623025
AL20101224$86,9.93541977148535e-05,9.93541977148535e-05,9.93541977148535e-05,9.93541977148535e-05,0.0746150024838549,0.765126676602086,0.0746150024838549,9.93541977148535e-05,9.93541977148535e-05,0.0845504222553403,9.93541977148535e-05,9.93541977148535e-05,9.93541977148535e-05,9.93541977148535e-05,9.93541977148535e-05
AL20101225$87,0.302255639097744,0.00150375939849624,0.227067669172932,0.00150375939849624,0.00150375939849624,0.227067669172932,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.00150375939849624,0.227067669172932,0.00150375939849624,0.00150375939849624,0.00150375939849624
AL20101226$88,0.32378752886836,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.670207852193995,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418
AL20101227$89,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,0.0612311455360783,0.203913575214024,0.623807582551977,0.00823481451284142,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,0.0490012229922544,0.0530778638401957,8.15328169588259e-05,8.15328169588259e-05
AL20101228$90,0.000127145581691036,0.000127145581691036,0.0573426573426573,0.368849332485696,0.000127145581691036,0.400635727908455,0.000127145581691036,0.000127145581691036,0.000127145581691036,0.000127145581691036,0.000127145581691036,0.114558169103624,0.000127145581691036,0.000127145581691036,0.0573426573426573
AL20101229$91,0.000191754554170662,0.000191754554170662,0.000191754554170662,0.479578139980825,0.000191754554170662,0.000191754554170662,0.00977948226270374,0.000191754554170662,0.000191754554170662,0.000191754554170662,0.000191754554170662,0.498753595397891,0.00977948226270374,0.000191754554170662,0.000191754554170662
AL20101230$92,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.0150409530900968,0.000148920327624721,0.5734921816828,0.000148920327624721,0.238421444527178,0.0448250186150409,0.126731198808637,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721
AL20101231$93,9.64785335262904e-05,9.64785335262904e-05,0.0338639652677279,9.64785335262904e-05,0.130342498794018,0.704389773275446,9.64785335262904e-05,9.64785335262904e-05,9.64785335262904e-05,9.64785335262904e-05,0.130342498794018,9.64785335262904e-05,9.64785335262904e-05,9.64785335262904e-05,9.64785335262904e-05
AL20101201$94,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.0823916620954471,0.000109709270433352,0.000109709270433352,0.395063082830499,0.000109709270433352,0.000109709270433352,0.521228743828854,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352
AL20101202$95,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.998464070213933,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352
AL20101203$96,7.45434215430488e-05,7.45434215430488e-05,7.45434215430488e-05,7.45434215430488e-05,7.45434215430488e-05,7.45434215430488e-05,7.45434215430488e-05,7.45434215430488e-05,7.45434215430488e-05,0.998956392098397,7.45434215430488e-05,7.45434215430488e-05,7.45434215430488e-05,7.45434215430488e-05,7.45434215430488e-05
AL20101204$97,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.998464070213933,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352,0.000109709270433352
AL20101205$98,5.79206487112656e-05,5.79206487112656e-05,5.79206487112656e-05,5.79206487112656e-05,5.79206487112656e-05,5.79206487112656e-05,5.79206487112656e-05,5.79206487112656e-05,5.79206487112656e-05,0.706689834926151,5.79206487112656e-05,0.292557196640602,5.79206487112656e-05,5.79206487112656e-05,5.79206487112656e-05
AL20101206$99,1.4989132878663e-05,0.0592220640035974,1.4989132878663e-05,1.4989132878663e-05,0.047230757700667,1.4989132878663e-05,1.4989132878663e-05,0.165644907442104,1.4989132878663e-05,1.4989132878663e-05,0.727737390391966,1.4989132878663e-05,1.4989132878663e-05,1.4989132878663e-05,1.4989132878663e-05
AL20101207$100,3.30961442991892e-05,3.30961442991892e-05,3.30961442991892e-05,3.30961442991892e-05,0.145656131060731,0.617276187324177,0.0331292404434883,3.30961442991892e-05,0.00665232500413702,3.30961442991892e-05,0.0976667218269072,0.0562965414529207,3.30961442991892e-05,3.30961442991892e-05,0.0430580837332451
AL20101208$101,0.598725244707489,4.5526974732529e-05,4.5526974732529e-05,0.0410198042340086,4.5526974732529e-05,0.307352606419303,0.0524015479171409,4.5526974732529e-05,4.5526974732529e-05,4.5526974732529e-05,4.5526974732529e-05,4.5526974732529e-05,4.5526974732529e-05,4.5526974732529e-05,4.5526974732529e-05
AL20101209$102,7.62485703393062e-05,7.62485703393062e-05,0.00388867708730461,7.62485703393062e-05,7.62485703393062e-05,0.995120091498285,7.62485703393062e-05,7.62485703393062e-05,7.62485703393062e-05,7.62485703393062e-05,7.62485703393062e-05,7.62485703393062e-05,7.62485703393062e-05,7.62485703393062e-05,7.62485703393062e-05
AL20101210$103,3.45244260314172e-05,3.45244260314172e-05,3.45244260314172e-05,0.0362851717590195,0.110512687726567,0.806179872259624,3.45244260314172e-05,3.45244260314172e-05,0.0466424995684447,3.45244260314172e-05,3.45244260314172e-05,3.45244260314172e-05,3.45244260314172e-05,3.45244260314172e-05,3.45244260314172e-05
AL20101211$104,5.48998078506725e-05,5.48998078506725e-05,5.48998078506725e-05,5.48998078506725e-05,0.0027998902003843,0.24161405435081,5.48998078506725e-05,5.48998078506725e-05,5.48998078506725e-05,5.48998078506725e-05,5.48998078506725e-05,0.754927257754598,5.48998078506725e-05,5.48998078506725e-05,5.48998078506725e-05
AL20101212$105,1.55363940029519e-05,1.55363940029519e-05,1.55363940029519e-05,1.55363940029519e-05,1.55363940029519e-05,0.0310883243999068,1.55363940029519e-05,1.55363940029519e-05,1.55363940029519e-05,0.881705896061524,1.55363940029519e-05,0.0870193428105337,1.55363940029519e-05,1.55363940029519e-05,1.55363940029519e-05
AL20101213$106,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,0.845414325002989,0.11601100083702,2.39148630874088e-05,0.0382876958029415,2.39148630874088e-05
AL20101214$107,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.460780550223928,0.000127959053103007,0.211260396673065,0.000127959053103007,0.000127959053103007,0.00652591170825336,0.000127959053103007,0.000127959053103007,0.230454254638516,0.0896992962252079,0.000127959053103007,0.000127959053103007
AL20101215$108,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,0.994027064862342,0.00475968268782081,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05
AL20101216$109,0.0568950044869877,5.98265031408914e-05,0.0329644032306312,5.98265031408914e-05,0.469697876159138,5.98265031408914e-05,5.98265031408914e-05,5.98265031408914e-05,5.98265031408914e-05,5.98265031408914e-05,5.98265031408914e-05,0.326114268620999,5.98265031408914e-05,5.98265031408914e-05,0.113730182470835
AL20101217$110,4.02171727327569e-05,4.02171727327569e-05,4.02171727327569e-05,0.546993766338226,4.02171727327569e-05,4.02171727327569e-05,4.02171727327569e-05,4.02171727327569e-05,0.0322139553589383,4.02171727327569e-05,4.02171727327569e-05,0.418298813593404,0.0020510758093706,4.02171727327569e-05,4.02171727327569e-05
AL20101218$111,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.438251366120219,0.547540983606557,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339
AL20101219$112,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,0.253664722292671,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,0.71016992137966,0.0355566827288866,5.07227998985544e-05,5.07227998985544e-05
AL20101220$113,3.75023438964935e-05,3.75023438964935e-05,0.408813050815676,3.75023438964935e-05,3.75023438964935e-05,3.75023438964935e-05,3.75023438964935e-05,3.75023438964935e-05,3.75023438964935e-05,0.232552034502156,3.75023438964935e-05,0.35818488655541,3.75023438964935e-05,3.75023438964935e-05,3.75023438964935e-05
AL20101221$114,7.51032669921142e-05,7.51032669921142e-05,7.51032669921142e-05,7.51032669921142e-05,0.15028163725122,0.315508824633872,7.51032669921142e-05,7.51032669921142e-05,7.51032669921142e-05,0.533308298911003,7.51032669921142e-05,7.51032669921142e-05,7.51032669921142e-05,7.51032669921142e-05,7.51032669921142e-05
AL20101222$115,1.77100858939166e-05,1.77100858939166e-05,1.77100858939166e-05,0.667687948286549,1.77100858939166e-05,1.77100858939166e-05,1.77100858939166e-05,1.77100858939166e-05,1.77100858939166e-05,0.000903214380589746,1.77100858939166e-05,0.288692110156734,0.0425219162312937,1.77100858939166e-05,1.77100858939166e-05
AL20101223$116,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.548073022312373,0.000405679513184584,0.446653144016227,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584
AL20101224$117,3.35965059633798e-05,0.00171342180413237,0.060507307240047,0.277204770703847,0.146178397446666,0.295682848983706,3.35965059633798e-05,3.35965059633798e-05,3.35965059633798e-05,3.35965059633798e-05,0.0571476566437091,0.0773055602217369,3.35965059633798e-05,3.35965059633798e-05,0.0840248614144129
AL20101225$118,5.89448865310934e-05,5.89448865310934e-05,0.00300618921308576,0.683819628647215,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05,0.312466843501326,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05
AL20101226$119,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,0.81137299570665,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,0.188399193901691,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05
AL20101227$120,3.48250043531255e-05,3.48250043531255e-05,0.383109872888734,0.0017760752220094,0.055754831969354,3.48250043531255e-05,3.48250043531255e-05,3.48250043531255e-05,3.48250043531255e-05,0.290823611352951,3.48250043531255e-05,0.26818735852342,3.48250043531255e-05,3.48250043531255e-05,3.48250043531255e-05
AL20101228$121,0.482667536279146,3.26104679602152e-05,3.26104679602152e-05,3.26104679602152e-05,0.241350073373553,3.26104679602152e-05,3.26104679602152e-05,3.26104679602152e-05,3.26104679602152e-05,3.26104679602152e-05,3.26104679602152e-05,0.17123756725909,0.0636230229903799,0.0407956954182293,3.26104679602152e-05
AL20101229$122,0.677431954107165,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,0.322250701818626,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05
AL20101230$123,0.0236478925773965,2.48663434042024e-05,2.48663434042024e-05,2.48663434042024e-05,2.48663434042024e-05,0.77585478055452,2.48663434042024e-05,2.48663434042024e-05,2.48663434042024e-05,2.48663434042024e-05,2.48663434042024e-05,0.200198930747234,2.48663434042024e-05,2.48663434042024e-05,2.48663434042024e-05
AL20101231$124,2.81571167112488e-05,2.81571167112488e-05,2.81571167112488e-05,0.557539067999437,0.0704209488948332,0.0957623539349571,2.81571167112488e-05,2.81571167112488e-05,0.0563423905392088,2.81571167112488e-05,0.139405884837393,0.0802759397437702,2.81571167112488e-05,2.81571167112488e-05,2.81571167112488e-05
AL20101201$125,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.102093397745572,0.896511003757381
AL20101202$126,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,0.998940597805524
AL20101203$127,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,0.865124513159448,2.36043904166175e-05,0.134568629765136,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05
AL20101204$128,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,0.998940597805524
AL20101205$129,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,0.24593837535014,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,0.753252412075942
AL20101206$130,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,0.688779889638259,4.0874718986307e-05,0.310688739014919,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05
AL20101207$131,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.998587997982854,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981
AL20101208$132,0.000119545726240287,0.000119545726240287,0.00609683203825463,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.107710699342498,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.884757919904363
AL20101209$133,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.0647093364650616,0.000117439812096301,0.000117439812096301,0.933763945977686,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301
AL20101210$134,0.000203458799593082,0.000203458799593082,0.803865717192269,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.193489318413021,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082
AL20101211$135,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.996966413867822,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977
AL20101212$136,0.000120264582080577,0.000120264582080577,0.998316295850872,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577
AL20101213$137,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.998420755781162
AL20101214$138,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.998595082789764,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559
